Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,aclx 17,aclx 18,aclx 19,aclx 20,aclx 21,aclx 22,aclx 23,aclx 24,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,acly 17,acly 18,acly 19,acly 20,acly 21,acly 22,acly 23,acly 24,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,aclz 17,aclz 18,aclz 19,aclz 20,aclz 21,aclz 22,aclz 23,aclz 24,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyrx 17,gyrx 18,gyrx 19,gyrx 20,gyrx 21,gyrx 22,gyrx 23,gyrx 24,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyry 17,gyry 18,gyry 19,gyry 20,gyry 21,gyry 22,gyry 23,gyry 24,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,gyrz 17,gyrz 18,gyrz 19,gyrz 20,gyrz 21,gyrz 22,gyrz 23,gyrz 24,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magr 17,magr 18,magr 19,magr 20,magr 21,magr 22,magr 23,magr 24,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magphi 17,magphi 18,magphi 19,magphi 20,magphi 21,magphi 22,magphi 23,magphi 24,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,magtheta 17,magtheta 18,magtheta 19,magtheta 20,magtheta 21,magtheta 22,magtheta 23,magtheta 24,
0.240000,0.009389,,,,,,,,,,,,,,,,,,,,,,,,-0.030231,,,,,,,,,,,,,,,,,,,,,,,,0.021975,,,,,,,,,,,,,,,,,,,,,,,,-0.000350,,,,,,,,,,,,,,,,,,,,,,,,0.000157,,,,,,,,,,,,,,,,,,,,,,,,0.000397,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038940,,,,,,,,,,,,,,,,,,,,,,,,0.011425,,,,,,,,,,,,,,,,,,,,,,,,
0.248000,0.008810,,,,,,,,,,,,,,,,,,,,,,,,-0.030093,,,,,,,,,,,,,,,,,,,,,,,,0.021871,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,-0.000714,,,,,,,,,,,,,,,,,,,,,,,,0.000525,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038415,,,,,,,,,,,,,,,,,,,,,,,,0.011703,,,,,,,,,,,,,,,,,,,,,,,,
0.256000,0.008560,,,,,,,,,,,,,,,,,,,,,,,,-0.030030,,,,,,,,,,,,,,,,,,,,,,,,0.021554,,,,,,,,,,,,,,,,,,,,,,,,-0.000618,,,,,,,,,,,,,,,,,,,,,,,,0.000559,,,,,,,,,,,,,,,,,,,,,,,,-0.001014,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038293,,,,,,,,,,,,,,,,,,,,,,,,0.011904,,,,,,,,,,,,,,,,,,,,,,,,
0.264000,0.008380,,,,,,,,,,,,,,,,,,,,,,,,-0.030072,,,,,,,,,,,,,,,,,,,,,,,,0.020738,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,0.000425,,,,,,,,,,,,,,,,,,,,,,,,-0.001014,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038261,,,,,,,,,,,,,,,,,,,,,,,,0.011596,,,,,,,,,,,,,,,,,,,,,,,,
0.272000,0.007701,,,,,,,,,,,,,,,,,,,,,,,,-0.030615,,,,,,,,,,,,,,,,,,,,,,,,0.019503,,,,,,,,,,,,,,,,,,,,,,,,-0.000707,,,,,,,,,,,,,,,,,,,,,,,,-0.001049,,,,,,,,,,,,,,,,,,,,,,,,-0.000116,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038334,,,,,,,,,,,,,,,,,,,,,,,,0.011843,,,,,,,,,,,,,,,,,,,,,,,,
0.280000,0.008442,,,,,,,,,,,,,,,,,,,,,,,,-0.029922,,,,,,,,,,,,,,,,,,,,,,,,0.019641,,,,,,,,,,,,,,,,,,,,,,,,-0.001958,,,,,,,,,,,,,,,,,,,,,,,,0.001630,,,,,,,,,,,,,,,,,,,,,,,,0.002964,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.038356,,,,,,,,,,,,,,,,,,,,,,,,0.011141,,,,,,,,,,,,,,,,,,,,,,,,
0.288000,0.007646,,,,,,,,,,,,,,,,,,,,,,,,-0.029489,,,,,,,,,,,,,,,,,,,,,,,,0.023068,,,,,,,,,,,,,,,,,,,,,,,,0.000543,,,,,,,,,,,,,,,,,,,,,,,,0.002768,,,,,,,,,,,,,,,,,,,,,,,,0.005658,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.037862,,,,,,,,,,,,,,,,,,,,,,,,0.011928,,,,,,,,,,,,,,,,,,,,,,,,
0.296000,0.006225,,,,,,,,,,,,,,,,,,,,,,,,-0.028540,,,,,,,,,,,,,,,,,,,,,,,,0.020284,,,,,,,,,,,,,,,,,,,,,,,,-0.001422,,,,,,,,,,,,,,,,,,,,,,,,-0.002455,,,,,,,,,,,,,,,,,,,,,,,,0.006942,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.037043,,,,,,,,,,,,,,,,,,,,,,,,0.011977,,,,,,,,,,,,,,,,,,,,,,,,
0.304000,0.007233,,,,,,,,,,,,,,,,,,,,,,,,-0.028594,,,,,,,,,,,,,,,,,,,,,,,,0.022821,,,,,,,,,,,,,,,,,,,,,,,,-0.002583,,,,,,,,,,,,,,,,,,,,,,,,-0.006004,,,,,,,,,,,,,,,,,,,,,,,,0.005402,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.037106,,,,,,,,,,,,,,,,,,,,,,,,0.012789,,,,,,,,,,,,,,,,,,,,,,,,
0.312000,0.007131,,,,,,,,,,,,,,,,,,,,,,,,-0.028641,,,,,,,,,,,,,,,,,,,,,,,,0.022037,,,,,,,,,,,,,,,,,,,,,,,,-0.001154,,,,,,,,,,,,,,,,,,,,,,,,-0.007276,,,,,,,,,,,,,,,,,,,,,,,,0.007070,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.036808,,,,,,,,,,,,,,,,,,,,,,,,0.011886,,,,,,,,,,,,,,,,,,,,,,,,
0.320000,0.007461,,,,,,,,,,,,,,,,,,,,,,,,-0.027784,,,,,,,,,,,,,,,,,,,,,,,,0.019810,,,,,,,,,,,,,,,,,,,,,,,,-0.001422,,,,,,,,,,,,,,,,,,,,,,,,-0.009352,,,,,,,,,,,,,,,,,,,,,,,,0.005787,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.036136,,,,,,,,,,,,,,,,,,,,,,,,0.011557,,,,,,,,,,,,,,,,,,,,,,,,
0.328000,0.007074,,,,,,,,,,,,,,,,,,,,,,,,-0.027193,,,,,,,,,,,,,,,,,,,,,,,,0.017642,,,,,,,,,,,,,,,,,,,,,,,,-0.000886,,,,,,,,,,,,,,,,,,,,,,,,-0.011026,,,,,,,,,,,,,,,,,,,,,,,,0.005145,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.034918,,,,,,,,,,,,,,,,,,,,,,,,0.010379,,,,,,,,,,,,,,,,,,,,,,,,
0.336000,0.008265,,,,,,,,,,,,,,,,,,,,,,,,-0.026093,,,,,,,,,,,,,,,,,,,,,,,,0.015101,,,,,,,,,,,,,,,,,,,,,,,,-0.003119,,,,,,,,,,,,,,,,,,,,,,,,-0.011763,,,,,,,,,,,,,,,,,,,,,,,,0.007070,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.033879,,,,,,,,,,,,,,,,,,,,,,,,0.008518,,,,,,,,,,,,,,,,,,,,,,,,
0.344000,0.007728,,,,,,,,,,,,,,,,,,,,,,,,-0.026705,,,,,,,,,,,,,,,,,,,,,,,,0.010558,,,,,,,,,,,,,,,,,,,,,,,,-0.005977,,,,,,,,,,,,,,,,,,,,,,,,-0.013370,,,,,,,,,,,,,,,,,,,,,,,,0.007968,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.032893,,,,,,,,,,,,,,,,,,,,,,,,0.008331,,,,,,,,,,,,,,,,,,,,,,,,
0.352000,0.008566,,,,,,,,,,,,,,,,,,,,,,,,-0.027392,,,,,,,,,,,,,,,,,,,,,,,,0.008083,,,,,,,,,,,,,,,,,,,,,,,,-0.015267,,,,,,,,,,,,,,,,,,,,,,,,-0.013839,,,,,,,,,,,,,,,,,,,,,,,,0.007198,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.032264,,,,,,,,,,,,,,,,,,,,,,,,0.007129,,,,,,,,,,,,,,,,,,,,,,,,
0.360000,0.010753,,,,,,,,,,,,,,,,,,,,,,,,-0.028475,,,,,,,,,,,,,,,,,,,,,,,,0.011301,,,,,,,,,,,,,,,,,,,,,,,,-0.018125,,,,,,,,,,,,,,,,,,,,,,,,-0.010892,,,,,,,,,,,,,,,,,,,,,,,,-0.000758,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.031684,,,,,,,,,,,,,,,,,,,,,,,,0.005600,,,,,,,,,,,,,,,,,,,,,,,,
0.368000,0.010075,,,,,,,,,,,,,,,,,,,,,,,,-0.029441,,,,,,,,,,,,,,,,,,,,,,,,0.006139,,,,,,,,,,,,,,,,,,,,,,,,-0.023395,,,,,,,,,,,,,,,,,,,,,,,,-0.005535,,,,,,,,,,,,,,,,,,,,,,,,-0.005634,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.030669,,,,,,,,,,,,,,,,,,,,,,,,0.003101,,,,,,,,,,,,,,,,,,,,,,,,
0.376000,0.010586,,,,,,,,,,,,,,,,,,,,,,,,-0.028867,,,,,,,,,,,,,,,,,,,,,,,,-0.007442,,,,,,,,,,,,,,,,,,,,,,,,-0.025450,,,,,,,,,,,,,,,,,,,,,,,,-0.002857,,,,,,,,,,,,,,,,,,,,,,,,-0.008201,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029920,,,,,,,,,,,,,,,,,,,,,,,,0.001973,,,,,,,,,,,,,,,,,,,,,,,,
0.384000,0.010178,,,,,,,,,,,,,,,,,,,,,,,,-0.028953,,,,,,,,,,,,,,,,,,,,,,,,-0.015862,,,,,,,,,,,,,,,,,,,,,,,,-0.023931,,,,,,,,,,,,,,,,,,,,,,,,0.003438,,,,,,,,,,,,,,,,,,,,,,,,-0.000116,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029356,,,,,,,,,,,,,,,,,,,,,,,,-0.000459,,,,,,,,,,,,,,,,,,,,,,,,
0.392000,0.011472,,,,,,,,,,,,,,,,,,,,,,,,-0.029642,,,,,,,,,,,,,,,,,,,,,,,,-0.015290,,,,,,,,,,,,,,,,,,,,,,,,-0.017589,,,,,,,,,,,,,,,,,,,,,,,,-0.002388,,,,,,,,,,,,,,,,,,,,,,,,0.005017,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029356,,,,,,,,,,,,,,,,,,,,,,,,-0.000116,,,,,,,,,,,,,,,,,,,,,,,,
0.400000,0.011294,,,,,,,,,,,,,,,,,,,,,,,,-0.029688,,,,,,,,,,,,,,,,,,,,,,,,-0.017651,,,,,,,,,,,,,,,,,,,,,,,,-0.012677,,,,,,,,,,,,,,,,,,,,,,,,-0.000513,,,,,,,,,,,,,,,,,,,,,,,,0.012460,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.028195,,,,,,,,,,,,,,,,,,,,,,,,-0.000130,,,,,,,,,,,,,,,,,,,,,,,,
0.408000,0.009594,,,,,,,,,,,,,,,,,,,,,,,,-0.029032,,,,,,,,,,,,,,,,,,,,,,,,-0.016575,,,,,,,,,,,,,,,,,,,,,,,,-0.005352,,,,,,,,,,,,,,,,,,,,,,,,0.002501,,,,,,,,,,,,,,,,,,,,,,,,0.016181,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.026715,,,,,,,,,,,,,,,,,,,,,,,,-0.000412,,,,,,,,,,,,,,,,,,,,,,,,
0.416000,0.006169,,,,,,,,,,,,,,,,,,,,,,,,-0.027531,,,,,,,,,,,,,,,,,,,,,,,,-0.022979,,,,,,,,,,,,,,,,,,,,,,,,0.001347,,,,,,,,,,,,,,,,,,,,,,,,0.002099,,,,,,,,,,,,,,,,,,,,,,,,0.022469,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.024160,,,,,,,,,,,,,,,,,,,,,,,,-0.000219,,,,,,,,,,,,,,,,,,,,,,,,
0.424000,0.002847,,,,,,,,,,,,,,,,,,,,,,,,-0.025676,,,,,,,,,,,,,,,,,,,,,,,,-0.024324,,,,,,,,,,,,,,,,,,,,,,,,0.002955,,,,,,,,,,,,,,,,,,,,,,,,0.010603,,,,,,,,,,,,,,,,,,,,,,,,0.032350,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.021421,,,,,,,,,,,,,,,,,,,,,,,,-0.000086,,,,,,,,,,,,,,,,,,,,,,,,
0.432000,0.001984,,,,,,,,,,,,,,,,,,,,,,,,-0.022009,,,,,,,,,,,,,,,,,,,,,,,,-0.024736,,,,,,,,,,,,,,,,,,,,,,,,0.010905,,,,,,,,,,,,,,,,,,,,,,,,-0.002187,,,,,,,,,,,,,,,,,,,,,,,,0.039921,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.018123,,,,,,,,,,,,,,,,,,,,,,,,0.001232,,,,,,,,,,,,,,,,,,,,,,,,
0.440000,0.001486,,,,,,,,,,,,,,,,,,,,,,,,-0.020512,,,,,,,,,,,,,,,,,,,,,,,,-0.013824,,,,,,,,,,,,,,,,,,,,,,,,0.013316,,,,,,,,,,,,,,,,,,,,,,,,-0.003660,,,,,,,,,,,,,,,,,,,,,,,,0.032735,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.015440,,,,,,,,,,,,,,,,,,,,,,,,0.002130,,,,,,,,,,,,,,,,,,,,,,,,
0.448000,-0.001384,,,,,,,,,,,,,,,,,,,,,,,,-0.019678,,,,,,,,,,,,,,,,,,,,,,,,-0.008111,,,,,,,,,,,,,,,,,,,,,,,,0.008225,,,,,,,,,,,,,,,,,,,,,,,,-0.001249,,,,,,,,,,,,,,,,,,,,,,,,0.019133,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.013249,,,,,,,,,,,,,,,,,,,,,,,,0.004220,,,,,,,,,,,,,,,,,,,,,,,,
0.456000,-0.005396,,,,,,,,,,,,,,,,,,,,,,,,-0.019107,,,,,,,,,,,,,,,,,,,,,,,,-0.009845,,,,,,,,,,,,,,,,,,,,,,,,0.004384,,,,,,,,,,,,,,,,,,,,,,,,0.008192,,,,,,,,,,,,,,,,,,,,,,,,0.009380,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011200,,,,,,,,,,,,,,,,,,,,,,,,0.004819,,,,,,,,,,,,,,,,,,,,,,,,
0.464000,-0.008405,,,,,,,,,,,,,,,,,,,,,,,,-0.018070,,,,,,,,,,,,,,,,,,,,,,,,-0.007876,,,,,,,,,,,,,,,,,,,,,,,,0.001615,,,,,,,,,,,,,,,,,,,,,,,,0.006251,,,,,,,,,,,,,,,,,,,,,,,,-0.005763,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.009822,,,,,,,,,,,,,,,,,,,,,,,,0.006781,,,,,,,,,,,,,,,,,,,,,,,,
0.472000,-0.006676,,,,,,,,,,,,,,,,,,,,,,,,-0.017644,,,,,,,,,,,,,,,,,,,,,,,,-0.007639,,,,,,,,,,,,,,,,,,,,,,,,-0.004012,,,,,,,,,,,,,,,,,,,,,,,,-0.004062,,,,,,,,,,,,,,,,,,,,,,,,-0.017312,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.010014,,,,,,,,,,,,,,,,,,,,,,,,0.007105,,,,,,,,,,,,,,,,,,,,,,,,
0.480000,-0.004551,,,,,,,,,,,,,,,,,,,,,,,,-0.018825,,,,,,,,,,,,,,,,,,,,,,,,-0.002261,,,,,,,,,,,,,,,,,,,,,,,,-0.004280,,,,,,,,,,,,,,,,,,,,,,,,-0.002120,,,,,,,,,,,,,,,,,,,,,,,,-0.027449,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011686,,,,,,,,,,,,,,,,,,,,,,,,0.007283,,,,,,,,,,,,,,,,,,,,,,,,
0.488000,-0.002443,,,,,,,,,,,,,,,,,,,,,,,,-0.020035,,,,,,,,,,,,,,,,,,,,,,,,-0.006409,,,,,,,,,,,,,,,,,,,,,,,,-0.000618,,,,,,,,,,,,,,,,,,,,,,,,-0.009151,,,,,,,,,,,,,,,,,,,,,,,,-0.030273,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.013695,,,,,,,,,,,,,,,,,,,,,,,,0.006414,,,,,,,,,,,,,,,,,,,,,,,,
0.496000,-0.002047,,,,,,,,,,,,,,,,,,,,,,,,-0.022066,,,,,,,,,,,,,,,,,,,,,,,,-0.005196,,,,,,,,,,,,,,,,,,,,,,,,-0.000975,,,,,,,,,,,,,,,,,,,,,,,,0.002367,,,,,,,,,,,,,,,,,,,,,,,,-0.034251,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.016215,,,,,,,,,,,,,,,,,,,,,,,,0.006236,,,,,,,,,,,,,,,,,,,,,,,,
0.504000,-0.002879,,,,,,,,,,,,,,,,,,,,,,,,-0.023833,,,,,,,,,,,,,,,,,,,,,,,,-0.002981,,,,,,,,,,,,,,,,,,,,,,,,-0.001511,,,,,,,,,,,,,,,,,,,,,,,,0.008996,,,,,,,,,,,,,,,,,,,,,,,,-0.031043,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.018565,,,,,,,,,,,,,,,,,,,,,,,,0.006910,,,,,,,,,,,,,,,,,,,,,,,,
0.512000,-0.001965,,,,,,,,,,,,,,,,,,,,,,,,-0.024844,,,,,,,,,,,,,,,,,,,,,,,,-0.000998,,,,,,,,,,,,,,,,,,,,,,,,0.002419,,,,,,,,,,,,,,,,,,,,,,,,0.005447,,,,,,,,,,,,,,,,,,,,,,,,-0.024755,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020270,,,,,,,,,,,,,,,,,,,,,,,,0.007382,,,,,,,,,,,,,,,,,,,,,,,,
0.520000,-0.001022,,,,,,,,,,,,,,,,,,,,,,,,-0.024540,,,,,,,,,,,,,,,,,,,,,,,,-0.000003,,,,,,,,,,,,,,,,,,,,,,,,-0.000886,,,,,,,,,,,,,,,,,,,,,,,,0.002099,,,,,,,,,,,,,,,,,,,,,,,,-0.018210,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.021400,,,,,,,,,,,,,,,,,,,,,,,,0.007973,,,,,,,,,,,,,,,,,,,,,,,,
0.528000,-0.000034,,,,,,,,,,,,,,,,,,,,,,,,-0.025417,,,,,,,,,,,,,,,,,,,,,,,,0.002402,,,,,,,,,,,,,,,,,,,,,,,,-0.001154,,,,,,,,,,,,,,,,,,,,,,,,0.004242,,,,,,,,,,,,,,,,,,,,,,,,-0.012050,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.022784,,,,,,,,,,,,,,,,,,,,,,,,0.007693,,,,,,,,,,,,,,,,,,,,,,,,
0.536000,-0.002074,,,,,,,,,,,,,,,,,,,,,,,,-0.026038,,,,,,,,,,,,,,,,,,,,,,,,0.003802,,,,,,,,,,,,,,,,,,,,,,,,0.000811,,,,,,,,,,,,,,,,,,,,,,,,0.009867,,,,,,,,,,,,,,,,,,,,,,,,-0.006404,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.023002,,,,,,,,,,,,,,,,,,,,,,,,0.008733,,,,,,,,,,,,,,,,,,,,,,,,
0.544000,-0.002970,,,,,,,,,,,,,,,,,,,,,,,,-0.025503,,,,,,,,,,,,,,,,,,,,,,,,0.002567,,,,,,,,,,,,,,,,,,,,,,,,0.001794,,,,,,,,,,,,,,,,,,,,,,,,0.006518,,,,,,,,,,,,,,,,,,,,,,,,-0.002683,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.022802,,,,,,,,,,,,,,,,,,,,,,,,0.009280,,,,,,,,,,,,,,,,,,,,,,,,
0.552000,-0.004191,,,,,,,,,,,,,,,,,,,,,,,,-0.025164,,,,,,,,,,,,,,,,,,,,,,,,0.004744,,,,,,,,,,,,,,,,,,,,,,,,0.003133,,,,,,,,,,,,,,,,,,,,,,,,0.005514,,,,,,,,,,,,,,,,,,,,,,,,-0.003453,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.022298,,,,,,,,,,,,,,,,,,,,,,,,0.010677,,,,,,,,,,,,,,,,,,,,,,,,
0.560000,-0.005784,,,,,,,,,,,,,,,,,,,,,,,,-0.024664,,,,,,,,,,,,,,,,,,,,,,,,0.005018,,,,,,,,,,,,,,,,,,,,,,,,0.002687,,,,,,,,,,,,,,,,,,,,,,,,0.005112,,,,,,,,,,,,,,,,,,,,,,,,-0.002298,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.021529,,,,,,,,,,,,,,,,,,,,,,,,0.011259,,,,,,,,,,,,,,,,,,,,,,,,
0.568000,-0.005870,,,,,,,,,,,,,,,,,,,,,,,,-0.024020,,,,,,,,,,,,,,,,,,,,,,,,0.004090,,,,,,,,,,,,,,,,,,,,,,,,0.001883,,,,,,,,,,,,,,,,,,,,,,,,-0.001785,,,,,,,,,,,,,,,,,,,,,,,,0.002964,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020914,,,,,,,,,,,,,,,,,,,,,,,,0.011134,,,,,,,,,,,,,,,,,,,,,,,,
0.576000,-0.005396,,,,,,,,,,,,,,,,,,,,,,,,-0.023861,,,,,,,,,,,,,,,,,,,,,,,,0.005454,,,,,,,,,,,,,,,,,,,,,,,,0.001883,,,,,,,,,,,,,,,,,,,,,,,,-0.003727,,,,,,,,,,,,,,,,,,,,,,,,0.002964,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020626,,,,,,,,,,,,,,,,,,,,,,,,0.011265,,,,,,,,,,,,,,,,,,,,,,,,
0.584000,-0.004952,,,,,,,,,,,,,,,,,,,,,,,,-0.023546,,,,,,,,,,,,,,,,,,,,,,,,0.006148,,,,,,,,,,,,,,,,,,,,,,,,0.001704,,,,,,,,,,,,,,,,,,,,,,,,-0.003392,,,,,,,,,,,,,,,,,,,,,,,,0.002450,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020334,,,,,,,,,,,,,,,,,,,,,,,,0.011036,,,,,,,,,,,,,,,,,,,,,,,,
0.592000,-0.004469,,,,,,,,,,,,,,,,,,,,,,,,-0.023387,,,,,,,,,,,,,,,,,,,,,,,,0.006353,,,,,,,,,,,,,,,,,,,,,,,,0.000543,,,,,,,,,,,,,,,,,,,,,,,,-0.003861,,,,,,,,,,,,,,,,,,,,,,,,0.003349,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020153,,,,,,,,,,,,,,,,,,,,,,,,0.010159,,,,,,,,,,,,,,,,,,,,,,,,
0.600000,-0.004533,,,,,,,,,,,,,,,,,,,,,,,,-0.023845,,,,,,,,,,,,,,,,,,,,,,,,0.015070,,,,,,,,,,,,,,,,,,,,,,,,0.000097,,,,,,,,,,,,,,,,,,,,,,,,-0.001517,,,,,,,,,,,,,,,,,,,,,,,,0.006043,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.020217,,,,,,,,,,,,,,,,,,,,,,,,0.010100,,,,,,,,,,,,,,,,,,,,,,,,
0.608000,-0.005277,,,,,,,,,,,,,,,,,,,,,,,,-0.023058,,,,,,,,,,,,,,,,,,,,,,,,0.026567,,,,,,,,,,,,,,,,,,,,,,,,0.009654,,,,,,,,,,,,,,,,,,,,,,,,-0.001852,,,,,,,,,,,,,,,,,,,,,,,,0.013358,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.019560,,,,,,,,,,,,,,,,,,,,,,,,0.010343,,,,,,,,,,,,,,,,,,,,,,,,
0.616000,-0.006526,,,,,,,,,,,,,,,,,,,,,,,,-0.020282,,,,,,,,,,,,,,,,,,,,,,,,0.028779,,,,,,,,,,,,,,,,,,,,,,,,0.025732,,,,,,,,,,,,,,,,,,,,,,,,-0.006071,,,,,,,,,,,,,,,,,,,,,,,,0.025292,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.017072,,,,,,,,,,,,,,,,,,,,,,,,0.009582,,,,,,,,,,,,,,,,,,,,,,,,
